0072 0065	0072,0065,002d 002d,0072,0065	re
0072 0069	0072,0069,002d 002d,0072,0069	ri
0072 006f	0072,006f,002d 002d,0072,006f	ro
0072 0075	0072,0075,002d 002d,0072,0075	ru
0072 0079 0074 0061 0073	0072 0074,0061,002d 002d,0074,0061 002d,0061,0073	rytas
0073 0061	0073,0061,002d 002d,0073,0061	sa
0073 0061 0075 006c 0117	0073,0061,002d 0061,0075 002d,0075,006c	saulė
0073 0065	0073,0065,002d 002d,0073,0065	se
0073 0065 006e 0065 006c 0069 0073	0073,0065,002d 002d,0073,0065 006e,0065,002d 002d,006e,0065 006c,0069,002d 002d,006c,0069 002d,0069,0073	senelis
0073 0065 0070 0074 0079 006e 0069	0073,0065,002d 002d,0073,0065 002d,0065,0070 0074 006e,0069,002d 002d,006e,0069	septyni
0073 0065 0073 0075 006f	0073,0065,002d 002d,0073,0065 0073,0075,002d 0075,006f,002d 002d,0075,006f	sesuo
0073 0069	0073,0069,002d 002d,0073,0069	si
0073 006f	0073,006f,002d 002d,0073,006f	so
0073 0075	0073,0075,002d 002d,0073,0075	su
0074 0061	0074,0061,002d 002d,0074,0061	ta
0074 0065	0074,0065,002d 002d,0074,0065	te
0074 0065 006b 0073 0074 0061 0073	0074,0065,002d 002d,0074,0065 002d,0065,006b 0073 0074,0061,002d 002d,0074,0061 002d,0061,0073	tekstas
0074 0065 006c 0065 0066 006f 006e 0061 0073	0074,0065,002d 002d,0074,0065 006c,0065,002d 002d,006c,0065 0066,006f,002d 002d,0066,006f 006e,0061,002d 002d,006e,0061 002d,0061,0073	telefonas
0074 0069	0074,0069,002d 002d,0074,0069	ti
0074 006f	0074,006f,002d 002d,0074,006f	to
0074 0072 0061 0075 006b 0069 006e 0079 0073	0074 0072,0061,002d 0061,0075 006b,0069,002d 002d,006b,0069 002d,0069,006e 0073	traukinys
0074 0072 0079 0073	0074 0072 0073	trys
0074 0075	0074,0075,002d 002d,0074,0075	tu
0074 0117 0074 0069 0073	0074 0074,0069,002d 002d,0074,0069 002d,0069,0073	tėtis
0074 0117 0076 0079 006e 0117	0074 0076 006e	tėvynė
0075 0061	0075 0061	ua
0075 0062	0075 002d,0075,0062	ub
0075 0063	0075 002d,0075,0063	uc
0075 0064	0075 002d,0075,0064	ud
0075 0065	0075 0065	ue
0075 0066	0075 002d,0075,0066	uf
0075 0067	0075 002d,0075,0067	ug
0075 0068	0075 002d,0075,0068	uh
0075 0069	0075,0069,002d 002d,0075,0069	ui
0075 006a	0075 002d,0075,006a	uj
0075 006b	0075 002d,0075,006b	uk
0075 006c	0075 002d,0075,006c	ul
0075 006d	0075 002d,0075,006d	um
0075 006e	0075 002d,0075,006e	un
0075 006f	0075,006f,002d 002d,0075,006f	uo
0075 0070	0075 002d,0075,0070	up
0075 0072	0075 002d,0075,0072	ur
0075 0073	0075 002d,0075,0073	us
0075 0074	0075 002d,0075,0074	ut
0075 0075	0075 0075	uu
0075 0076	0075 002d,0075,0076	uv
0075 0079	0075	uy
0075 007a	0075 002d,0075,007a	uz
0075 0105	0075	uą
0075 010d	0075 002d,0075,010d	uč
0075 0117	0075	uė
0075 0119	0075	uę
0075 012f	0075	uį
0075 0161	0075	uš
0075 016b	0075	uū
0075 0173	0075	uų
0075 017e	0075	už
0076 0061	0076,0061,002d 002d,0076,0061	va
0076 0061 0069 006b 0061 0073	0076,0061,002d 0061,0069,002d 002d,0061,0069 006b,0061,002d 002d,006b,0061 002d,0061,0073	vaikas
0076 0061 006b 0061 0072 0061 0073	0076,0061,002d 002d,0076,0061 006b,0061,002d 002d,006b,0061 0072,0061,002d 002d,0072,0061 002d,0061,0073	vakaras
0076 0061 006e 0064 0075 006f	0076,0061,002d 002d,0076,0061 002d,0061,006e 0064,0075,002d 0075,006f,002d 002d,0075,006f	vanduo
0076 0065	0076,0065,002d 002d,0076,0065	ve
0076 0069	0076,0069,002d 002d,0076,0069	vi
0076 0069 0065 006e 0061 0073	0076,0069,002d 0069,0065,002d 002d,0069,0065 006e,0061,002d 002d,006e,0061 002d,0061,0073	vienas
0076 006f	0076,006f,002d 002d,0076,006f	vo
0076 0075	0076,0075,002d 002d,0076,0075	vu
0079 0061	0061	ya
0079 0065	0065	ye
0079 0069	0069	yi
0079 006f	006f	yo
0079 0075	0075	yu
007a 0061	007a,0061,002d 002d,007a,0061	za
007a 0065	007a,0065,002d 002d,007a,0065	ze
007a 0069	007a,0069,002d 002d,007a,0069	zi
007a 006f	007a,006f,002d 002d,007a,006f	zo
007a 0075	007a,0075,002d 002d,007a,0075	zu
0105 0061	0061	ąa
0105 0065	0065	ąe
0105 0069	0069	ąi
0105 006f	006f	ąo
0105 0075	0075	ąu
0105 017e 0075 006f 006c 0061 0073	0075,006f,002d 002d,0075,006f 006c,0061,002d 002d,006c,0061 002d,0061,0073	ąžuolas
010d 0061	010d,0061,002d 002d,010d,0061	ča
010d 0065	010d,0065,002d 002d,010d,0065	če
010d 0069	010d,0069,002d 002d,010d,0069	či
010d 006f	010d,006f,002d 002d,010d,006f	čo
010d 0075	010d,0075,002d 002d,010d,0075	ču
0117 0061	0061	ėa
0117 0065	0065	ėe
0117 0069	0069	ėi
0117 006f	006f	ėo
0117 0075	0075	ėu
0119 0061	0061	ęa
0119 0065	0065	ęe
0119 0069	0069	ęi
0119 006f	006f	ęo
0119 0075	0075	ęu
012f 0061	0061	įa
012f 0065	0065	įe
012f 0069	0069	įi
012f 006f	006f	įo
012f 0075	0075	įu
0161 0061	0061	ša
0161 0065	0065	še
0161 0065 0161 0069	0065 0069	šeši
0161 0069	0069	ši
0161 0069 006d 0074 0061 0073	0069 002d,0069,006d 0074,0061,002d 002d,0074,0061 002d,0061,0073	šimtas
0161 006f	006f	šo
0161 0075	0075	šu
0161 0075 006f	0075,006f,002d 002d,0075,006f	šuo
016b 0061	0061	ūa
016b 0065	0065	ūe
016b 0069	0069	ūi
016b 006f	006f	ūo
016b 0075	0075	ūu
0173 0061	0061	ųa
0173 0065	0065	ųe
0173 0069	0069	ųi
0173 006f	006f	ųo
0173 0075	0075	ųu
017e 0061	0061	ža
017e 0065	0065	že
017e 0069	0069	ži
017e 006d 006f 0067 0075 0073	006d,006f,002d 002d,006d,006f 0067,0075,002d 002d,0067,0075 002d,0075,0073	žmogus
017e 006f	006f	žo
017e 0075	0075	žu
017e 0105 0073 0069 0073	0073,0069,002d 002d,0073,0069 002d,0069,0073	žąsis
