senelis	730007017c006e0007017c006c0069007c007300	730007012d00 2d0073000701 6e0007012d00 2d006e000701 6c0069002d00 69007c00 2d0069007300
senelė	730007017c006e0007017c006c00eb007c00	730007012d00 2d0073000701 6e0007012d00 2d006e000701 6c00eb002d00 2d006c00eb00
teta	740007017c0074005501	740007012d00 2d0074000701 740055012d00 2d0074005501
dėdė	6400eb007c006400eb007c00	6400eb002d00 2d006400eb00 6400eb002d00 2d006400eb00
pusbrolis	700075007a0062007200f3006c0069007c007300	700075002d00 2d0070007500 2d0075007a00 6200 7200f3002d00 2d007200f300 6c0069002d00 69007c00 2d0069007300
pusseserė	7000750073007c00730007017c00730007017c007200eb007c00	700075002d00 2d0070007500 2d0075007300 730007012d00 2d0073000701 730007012d00 2d0073000701 7200eb002d00 2d007200eb00
# word	f30072007400	f300 2d00f3007200 7400
aa	55015501	5501 5501
ab	55017000	5501 2d0055017000
ac	55016300	5501 2d0055016300
ad	55017400	5501 2d0055017400
ae	55010701	5501 0701
af	55016600	5501 2d0055016600
ag	55016b00	5501 2d0055016b00
agurkas	55016700750072006b0055017300	5501 670075002d00 2d0067007500 2d0075007200 6b0055012d00 2d006b005501 2d0055017300
ah	55016800	5501 2d0055016800
ai	55016a00	5501 2d0055016a00
aj	55016a007c00	5501 2d0055016a00
ak	55016b00	5501 2d0055016b00
al	55016c00	5501 2d0055016c00
am	55016d00	5501 2d0055016d00
an	55016e00	5501 2d0055016e00
ao	5501f300	5501 f300
ap	55017000	5501 2d0055017000
ar	55017200	5501 2d0055017200
as	55017300	5501 2d0055017300
at	55017400	5501 2d0055017400
au	55015901	5501 2d0055015901
av	55017600	5501 2d0055017600
ay	5501e100	5501 2d005501e100
az	55017300	5501 2d0055017300
aą	55015501	5501 5501
ač	55010d01	5501 2d0055010d01
aė	5501eb00	5501 eb00
aę	55010701	5501 0701
aį	5501e100	5501 2d005501e100
aš	55011101	5501 2d0055011101
aū	55015901	5501 2d0055015901
aų	55015901	5501 2d0055015901
až	55011101	5501 2d0055011101
ba	62005501	620055012d00 2d0062005501
be	620007017c00	620007012d00 2d0062000701
bi	620069007c00	620069002d00 69007c00
bo	6200f300	6200f3002d00 2d006200f300
bu	62007500	620075002d00 2d0062007500
bulvė	620075006c007c007600eb007c00	620075002d00 2d0062007500 6c007c00 7600eb002d00 2d007600eb00
ca	63005501	630055012d00 2d0063005501
ce	630007017c00	630007012d00 2d0063000701
ci	630069007c00	630069002d00 69007c00
co	6300f300	6300f3002d00 2d006300f300
cu	63007500	630075002d00 2d0063007500
da	64005501	640055012d00 2d0064005501
de	640007017c00	640007012d00 2d0064000701
di	640069007c00	640069002d00 69007c00
do	6400f300	6400f3002d00 2d006400f300
ea	07015501	0701 5501
eb	07017000	0701 2d0007017000
ec	07016300	0701 2d0007016300
ed	07017400	0701 2d0007017400
ee	07010701	0701 0701
ef	07016600	0701 2d0007016600
eg	07016b00	0701 2d0007016b00
eh	07016800	0701 6800
ei	07016a00	0701 2d0007016a00
ej	07016a007c00	0701 2d0007016a00
ek	07016b00	0701 2d0007016b00
el	07016c00	0701 2d0007016c00
em	07016d00	0701 2d0007016d00
en	07016e00	0701 2d0007016e00
eo	0701f300	0701 f300
ep	07017000	0701 2d0007017000
er	07017200	0701 2d0007017200
es	07017300	0701 2d0007017300
et	07017400	0701 2d0007017400
eu	07015901	0701 5901
ev	07017600	0701 2d0007017600
ey	0701e100	0701e1002d00 2d000701e100
ez	07017300	0701 2d0007017300
eą	07015501	0701 5501
eč	07010d01	0701 2d0007010d01
eė	0701eb00	0701 eb00
eę	07010701	0701 0701
eį	0701e100	0701e1002d00 2d000701e100
eš	07011101	0701 2d0007011101
eū	07015901	0701 5901
eų	07015901	0701 5901
ež	07011101	0701 2d0007011101
fa	66005501	660055012d00 2d0066005501
fe	660007017c00	660007012d00 2d0066000701
fi	660069007c00	660069002d00 69007c00
fo	6600f300	6600f3002d00 2d006600f300
fu	66007500	660075002d00 2d0066007500
ga	67005501	670055012d00 2d0067005501
ge	670007017c00	670007012d00 2d0067000701
gi	670069007c00	670069002d00 69007c00
go	6700f300	6700f3002d00 2d006700f300
gu	67007500	670075002d00 2d0067007500
ha	68005501	680055012d00 2d0068005501
he	680007017c00	680007012d00 2d0068000701
hi	680069007c00	680069002d00 69007c00
ho	6800f300	6800f3002d00 2d006800f300
hu	68007500	680075002d00 2d0068007500
ia	0701	0701
ib	69007000	6900 2d0069007000
ic	69006300	6900 2d0069006300
id	69007400	6900 2d0069007400
ie	69000701	690007012d00 2d0069000701
if	69006600	6900 2d0069006600
ig	69006b00	6900 2d0069006b00
ih	69006800	6900 6800
ii	69006900	6900 6900
ij	69006a007c00	6900 2d0069006a00
ik	69006b00	6900 2d0069006b00
il	69006c00	6900 2d0069006c00
im	69006d00	6900 2d0069006d00
in	69006e00	6900 2d0069006e00
io	f300	f300
ip	69007000	6900 2d0069007000
ir	69007200	6900 2d0069007200
is	69007300	6900 2d0069007300
it	69007400	6900 2d0069007400
iu	7500	7500
iv	69007600	6900 2d0069007600
iy	6900e100	6900 e100
iz	69007300	6900 2d0069007300
ią	0701	0701
ič	69000d01	6900 2d0069000d01
iė	6900eb00	6900 eb00
ię	69000701	690007012d00 2d0069000701
iį	6900e100	6900 e100
iš	69001101	6900 2d0069001101
iū	5901	5901
ių	5901	5901
iž	69001101	6900 2d0069001101
ja	6a0007017c00	6a0007012d00 2d006a000701
je	6a0007017c00	6a0007012d00 2d006a000701
ji	6a0069007c00	6a0069002d00 69007c00
jo	6a00f3007c00	6a00f3002d00 f3007c00
ju	6a0075007c00	6a0075002d00 75007c00
ka	6b005501	6b0055012d00 2d006b005501
ke	6b0007017c00	6b0007012d00 2d006b000701
ki	6b0069007c00	6b0069002d00 69007c00
ko	6b00f300	6b00f3002d00 2d006b00f300
ku	6b007500	6b0075002d00 2d006b007500
la	6c005501	6c0055012d00 2d006c005501
le	6c0007017c00	6c0007012d00 2d006c000701
li	6c0069007c00	6c0069002d00 69007c00
lo	6c00f300	6c00f3002d00 2d006c00f300
lu	6c007500	6c0075002d00 2d006c007500
ma	6d005501	6d0055012d00 2d006d005501
me	6d0007017c00	6d0007012d00 2d006d000701
mi	6d0069007c00	6d0069002d00 69007c00
mo	6d00f300	6d00f3002d00 2d006d00f300
mu	6d007500	6d0075002d00 2d006d007500
na	6e005501	6e0055012d00 2d006e005501
ne	6e0007017c00	6e0007012d00 2d006e000701
ni	6e0069007c00	6e0069002d00 69007c00
no	6e00f300	6e00f3002d00 2d006e00f300
nu	6e007500	6e0075002d00 2d006e007500
oa	f3005501	f300 5501
ob	f3007000	f300 2d00f3007000
obuolys	f30062007500f3006c00e1007c007300	f300 620075002d00 7500f3002d00 2d007500f300 6c00e1002d00 2d006c00e100 2d00e1007300
oc	f3006300	f300 2d00f3006300
od	f3007400	f300 2d00f3007400
oe	f3000701	f300 0701
of	f3006600	f300 2d00f3006600
og	f3006b00	f300 2d00f3006b00
oh	f3006800	f300 2d00f3006800
oi	f3006a00	f300 2d00f3006a00
oj	f3006a007c00	f300 2d00f3006a00
ok	f3006b00	f300 2d00f3006b00
ol	f3006c00	f300 2d00f3006c00
om	f3006d00	f300 2d00f3006d00
on	f3006e00	f300 2d00f3006e00
oo	f300f300	f300 f300
op	f3007000	f300 2d00f3007000
or	f3007200	f300 2d00f3007200
os	f3007300	f300 2d00f3007300
ot	f3007400	f300 2d00f3007400
ou	f3005901	f300 5901
ov	f3007600	f300 2d00f3007600
oy	f300e100	f300 e100
oz	f3007300	f300 2d00f3007300
oą	f3005501	f300 5501
oč	f3000d01	f300 2d00f3000d01
oė	f300eb00	f300 eb00
oę	f3000701	f300 0701
oį	f300e100	f300 e100
oš	f3001101	f300 2d00f3001101
oū	f3005901	f300 5901
oų	f3005901	f300 5901
ož	f3001101	f300 2d00f3001101
pa	70005501	700055012d00 2d0070005501
pe	700007017c00	700007012d00 2d0070000701
pi	700069007c00	700069002d00 69007c00
po	7000f300	7000f3002d00 2d007000f300
pomidoras	7000f3006d0069007c006400f300720055017300	7000f3002d00 2d007000f300 6d0069002d00 69007c00 6400f3002d00 2d006400f300 720055012d00 2d0072005501 2d0055017300
pu	70007500	700075002d00 2d0070007500
ra	72005501	720055012d00 2d0072005501
re	720007017c00	720007012d00 2d0072000701
ri	720069007c00	720069002d00 69007c00
ro	7200f300	7200f3002d00 2d007200f300
ru	72007500	720075002d00 2d0072007500
sa	73005501	730055012d00 2d0073005501
se	730007017c00	730007012d00 2d0073000701
si	730069007c00	730069002d00 69007c00
so	7300f300	7300f3002d00 2d007300f300
su	73007500	730075002d00 2d0073007500
ta	74005501	740055012d00 2d0074005501
te	740007017c00	740007012d00 2d0074000701
ti	740069007c00	740069007c002d002d00 69007c00
to	7400f300	7400f3002d00 2d007400f300
tu	74007500	740075002d00 2d0074007500
ua	75005501	7500 5501
ub	75007000	7500 2d0075007000
uc	75006300	7500 2d0075006300
ud	75007400	7500 2d0075007400
ue	75000701	7500 0701
uf	75006600	7500 2d0075006600
ug	75006b00	7500 2d0075006b00
uh	75006800	7500 2d0075006800
ui	75006a00	7500 2d0075006a00
uj	75006a007c00	7500 2d0075006a00
uk	75006b00	7500 2d0075006b00
ul	75006c00	7500 2d0075006c00
um	75006d00	7500 2d0075006d00
un	75006e00	7500 2d0075006e00
uo	7500f300	7500f3002d00 2d007500f300
up	75007000	7500 2d0075007000
ur	75007200	7500 2d0075007200
us	75007300	7500 2d0075007300
ut	75007400	7500 2d0075007400
uu	75007500	7500 7500
uv	75007600	7500 2d0075007600
uy	7500e100	7500 e100
uz	75007300	7500 2d0075007300
uą	75005501	7500 5501
uč	75000d01	7500 2d0075000d01
uė	7500eb00	7500 eb00
uę	75000701	7500 0701
uį	7500e100	7500 e100
uš	75001101	7500 2d0075001101
uū	75005901	7500 5901
uų	75005901	7500 5901
už	75001101	7500 2d0075001101
va	76005501	760055012d00 2d0076005501
ve	760007017c00	760007012d00 2d0076000701
vi	760069007c00	760069002d00 69007c00
vo	7600f300	7600f3002d00 2d007600f300
vu	76007500	760075002d00 2d0076007500
ya	e1005501	e100 5501
ye	e1000701	e10007012d00 2d00e1000701
yi	e1006900	e100 6900
yo	e100f300	e100 f300
yu	e1007500	e100 7500
za	7a005501	7a0055012d00 2d007a005501
ze	7a0007017c00	7a0007012d00 2d007a000701
zi	7a0069007c00	7a0069002d00 69007c00
zo	7a00f300	7a00f3002d00 2d007a00f300
zu	7a007500	7a0075002d00 2d007a007500
ąa	55015501	5501 5501
ąe	55010701	5501 0701
ąi	55016900	5501 2d0055016900
ąo	5501f300	5501 f300
ąu	55017500	550175002d00 2d0055017500
ča	0d015501	0d0155012d00 2d000d015501
če	0d0107017c00	0d0107012d00 2d000d010701
či	0d0169007c00	0d0169002d00 69007c00
čo	0d01f300	0d01f3002d00 2d000d01f300
ču	0d017500	0d0175002d00 2d000d017500
ėa	eb005501	eb00 5501
ėe	eb000701	eb00 0701
ėi	eb006900	eb00 6900
ėo	eb00f300	eb00 f300
ėu	eb007500	eb00 7500
ęa	07015501	0701 5501
ęe	07010701	0701 0701
ęi	07016900	0701 2d0007016900
ęo	0701f300	0701 f300
ęu	07017500	0701 7500
įa	e1005501	e100 5501
įe	e1000701	e10007012d00 2d00e1000701
įi	e1006900	e100 6900
įo	e100f300	e100 f300
įu	e1007500	e100 7500
ša	11015501	110155012d00 2d0011015501
še	110107017c00	110107012d00 2d0011010701
ši	110169007c00	110169002d00 69007c00
šo	1101f300	1101f3002d00 2d001101f300
šu	11017500	110175002d00 2d0011017500
ūa	59015501	5901 5501
ūe	59010701	5901 0701
ūi	59016900	5901 6900
ūo	5901f300	5901f3002d00 2d005901f300
ūu	59017500	5901 7500
ųa	59015501	5901 5501
ųe	59010701	5901 0701
ųi	59016900	5901 6900
ųo	5901f300	5901f3002d00 2d005901f300
ųu	59017500	5901 7500
ža	63015501	630155012d00 2d0063015501
že	630107017c00	630107012d00 2d0063010701
ži	630169007c00	630169002d00 69007c00
žo	6301f300	6301f3002d00 2d006301f300
žu	63017500	630175002d00 2d0063017500
žodis	6301f300640069007c007300	6301f3002d00 2d006301f300 640069002d00 69007c00 2d0069007300
laipsnių	6c0055016a0070007c0073007c006e0059017c00	6c0055012d00 2d006c005501 2d002d006c0055016a00 7000 7300 6e0059012d00 59017c00
